,business_code,cust_number,clear_date,posting_date,document_create_date,document_create_date.1,due_date,currency,amount,baseline_create_date,cust_payment_terms
265,U001,200769623,2019-02-25,2019-02-14,2019-02-13,2019-02-14,2019-03-01,USD,48735.46,2019-02-14,NAH4
266,U001,200020431,2020-01-15,2020-01-06,2020-01-06,2020-01-06,2020-01-24,USD,51.84,2020-01-01,NAM4
267,U001,200759878,2019-06-03,2019-05-17,2019-05-16,2019-05-17,2019-06-01,USD,14869.3,2019-05-17,NAH4
268,U001,200769623,2019-12-26,2019-12-07,2019-12-06,2019-12-07,2019-12-22,USD,2946.55,2019-12-07,NAH4
269,U001,200780383,2019-02-12,2019-01-28,2019-01-28,2019-01-28,2019-02-12,USD,163756.74,2019-01-28,NAA8
270,U001,200700919,2019-04-22,2019-04-04,2019-04-04,2019-04-04,2019-04-19,USD,48655.73,2019-04-04,NAA8
271,U001,200780383,2019-10-02,2019-09-16,2019-09-16,2019-09-16,2019-10-01,USD,62080.44,2019-09-16,NAA8
272,U001,200769623,2019-04-26,2019-04-15,2019-04-15,2019-04-15,2019-04-30,USD,60926.08,2019-04-15,NAH4
273,U001,200769623,2020-01-24,2020-01-14,2020-01-13,2020-01-14,2020-01-29,USD,256.91,2020-01-14,NAH4
274,U001,200769623,2019-05-28,2019-05-15,2019-05-14,2019-05-15,2019-05-30,USD,47413.14,2019-05-15,NAH4
275,U001,200457993,2019-09-03,2019-08-24,2019-08-23,2019-08-24,2019-09-08,USD,19351.79,2019-08-24,NAA8
276,U001,200762301,2019-12-24,2019-12-09,2019-12-09,2019-12-09,2019-12-24,USD,160959.28,2019-12-09,NAC6
278,U001,200762301,2019-07-02,2019-06-14,2019-06-13,2019-06-14,2019-06-29,USD,25162.56,2019-06-14,NAC6
279,U001,200759878,2019-08-05,2019-07-19,2019-07-18,2019-07-19,2019-08-03,USD,68948.75,2019-07-19,NAH4
280,U001,200780849,2019-07-25,2019-07-14,2019-07-15,2019-07-14,2019-07-29,USD,34674.86,2019-07-14,NAA8
281,U001,200795490,2020-02-06,2020-01-19,2020-01-20,2020-01-19,2020-02-03,USD,81748.24,2020-01-19,NAA8
282,U001,200762301,2019-05-21,2019-05-03,2019-05-02,2019-05-03,2019-05-18,USD,57831.65,2019-05-03,NAC6
284,CA02,140106408,2019-11-29,2019-11-13,2019-11-13,2019-11-13,2019-11-25,CAD,13005.08,2019-11-15,CA10
285,CA02,140106181,2019-07-30,2019-05-16,2019-05-16,2019-05-16,2019-05-27,CAD,38105.83,2019-05-17,CA10
287,U001,200769623,2019-10-09,2019-09-29,2019-09-28,2019-09-29,2019-10-14,USD,1381.02,2019-09-29,NAH4
288,U001,200744019,2019-12-03,2019-11-17,2019-11-15,2019-11-17,2019-12-02,USD,40326.06,2019-11-17,NAA8
291,U001,200744019,2019-02-13,2019-01-31,2019-01-31,2019-01-31,2019-02-15,USD,34466.8,2019-01-31,NAA8
292,U001,200769623,2019-03-19,2019-03-09,2019-03-09,2019-03-09,2019-03-24,USD,45600.79,2019-03-09,NAH4
293,U001,200762301,2019-04-01,2019-03-16,2019-03-15,2019-03-16,2019-03-31,USD,33677.29,2019-03-16,NAC6
294,U001,200744019,2019-11-29,2019-11-14,2019-11-14,2019-11-14,2019-11-29,USD,48086.41,2019-11-14,NAA8
295,U001,200759878,2020-02-03,2020-01-17,2020-01-15,2020-01-17,2020-02-01,USD,11806.4,2020-01-17,NAH4
296,U001,CCU013,2020-02-28,2020-01-08,2020-01-06,2020-01-08,2020-01-08,USD,10192.0,2020-01-08,NAX2
297,CA02,140106408,2020-03-06,2020-02-20,2020-02-20,2020-02-20,2020-03-03,CAD,54424.83,2020-02-22,CA10
298,U001,200519201,2019-03-18,2019-03-01,2019-02-28,2019-03-01,2019-03-16,USD,151479.48,2019-03-01,NAA8
299,U001,100031704,2019-08-15,2019-07-29,2019-07-29,2019-07-29,2019-08-13,USD,107952.69,2019-07-29,NAA8
300,U001,200744019,2020-03-04,2020-02-17,2020-02-16,2020-02-17,2020-03-03,USD,33636.13,2020-02-17,NAA8
302,U001,200772595,2019-10-21,2019-10-04,2019-10-02,2019-10-04,2019-10-19,USD,63614.53,2019-10-04,NAA8
303,U001,200769623,2019-07-08,2019-06-27,2019-06-27,2019-06-27,2019-07-12,USD,2352.97,2019-06-27,NAH4
304,U001,200761734,2019-03-01,2019-02-15,2019-02-15,2019-02-15,2019-04-21,USD,22764.0,2019-02-15,NAGD
305,U001,200741174,2019-05-14,2019-04-19,2019-04-16,2019-04-19,2019-05-09,USD,20561.06,2019-04-19,NAD1
306,U001,200759878,2019-03-27,2019-03-12,2019-03-12,2019-03-12,2019-03-27,USD,58632.75,2019-03-12,NAH4
308,U002,100036009,2019-05-29,2019-04-14,2019-04-10,2019-04-14,2019-05-19,USD,22497.12,2019-04-14,NAG2
311,U001,200020431,2020-01-29,2020-01-22,2020-01-22,2020-01-22,2020-01-23,USD,28581.93,2020-01-16,NAM1
312,U001,200767729,2019-07-26,2019-07-18,2019-07-16,2019-07-18,2019-08-02,USD,25930.95,2019-07-18,NAA8
313,U001,200806580,2019-12-30,2019-12-16,2019-12-13,2019-12-16,2019-12-31,USD,3788.26,2019-12-16,NAA8
314,U001,200725421,2020-03-05,2020-02-21,2020-02-17,2020-02-21,2020-03-07,USD,25718.28,2020-02-21,NAA8
315,U001,200571849,2019-05-17,2019-05-01,2019-04-30,2019-05-01,2019-05-16,USD,63862.74,2019-05-01,NAA8
316,U001,200230690,2020-02-03,2020-01-22,2020-01-22,2020-01-22,2020-02-08,USD,10558.38,2020-01-16,NAM4
317,U001,200769623,2019-06-04,2019-05-24,2019-05-23,2019-05-24,2019-06-08,USD,54560.33,2019-05-24,NAH4
318,U001,200769623,2019-07-01,2019-06-20,2019-06-18,2019-06-20,2019-07-05,USD,453.16,2019-06-20,NAH4
320,U001,200777735,2019-02-11,2019-01-28,2019-01-29,2019-01-28,2019-02-12,USD,37467.55,2019-01-28,NAA8
321,U001,200126819,2019-11-22,2019-11-07,2019-11-04,2019-11-07,2019-11-22,USD,1937.1,2019-11-07,NAA8
322,U001,200769623,2019-12-24,2019-12-07,2019-12-06,2019-12-07,2019-12-22,USD,27075.17,2019-12-07,NAH4
323,CA02,140106408,2019-04-23,2019-04-07,2019-04-07,2019-04-07,2019-04-18,CAD,205196.87,2019-04-08,CA10
324,U001,200772670,2019-06-04,2019-03-30,2019-03-30,2019-03-30,2019-06-03,USD,14186.57,2019-03-30,NAGD
326,U001,200712187,2019-06-03,2019-05-21,2019-05-21,2019-05-21,2019-06-05,USD,95115.49,2019-05-21,NAA8
327,U001,200762301,2019-04-11,2019-03-28,2019-03-27,2019-03-28,2019-04-12,USD,9051.93,2019-03-28,NAC6
328,U001,200726979,2019-06-24,2019-06-07,2019-06-07,2019-06-07,2019-06-22,USD,433.37,2019-06-07,NAA8
329,U001,CCCA02,2019-05-31,2019-05-04,2019-05-02,2019-05-04,2019-06-08,USD,40798.41,2019-05-04,NAG2
330,CA02,140104429,2019-07-30,2019-07-07,2019-07-08,2019-07-07,2019-07-18,CAD,11677.53,2019-07-08,CA10
331,U001,200769623,2019-04-11,2019-03-26,2019-03-25,2019-03-26,2019-04-10,USD,3403.74,2019-03-26,NAH4
332,U001,200769623,2019-11-25,2019-11-13,2019-11-07,2019-11-13,2019-11-28,USD,3451.3,2019-11-13,NAH4
333,U001,200769623,2019-06-12,2019-06-02,2019-06-01,2019-06-02,2019-06-17,USD,7749.77,2019-06-02,NAH4
334,U001,200762301,2019-08-01,2019-07-17,2019-07-16,2019-07-17,2019-08-01,USD,124072.43,2019-07-17,NAC6
335,U001,200726979,2019-10-10,2019-09-25,2019-09-24,2019-09-25,2019-10-10,USD,818.29,2019-09-25,NAA8
336,U001,200704858,2019-07-10,2019-06-25,2019-06-23,2019-06-25,2019-07-10,USD,18032.94,2019-06-25,NAA8
337,U001,200769623,2019-05-23,2019-05-07,2019-05-07,2019-05-07,2019-05-22,USD,35954.58,2019-05-07,NAH4
339,U001,200769623,2019-03-04,2019-02-20,2019-02-20,2019-02-20,2019-03-07,USD,36353.38,2019-02-20,NAH4
340,U001,200148860,2020-03-10,2020-02-24,2020-02-23,2020-02-24,2020-03-10,USD,15076.58,2020-02-24,NAA8
341,U001,200769623,2019-10-28,2019-10-11,2019-10-09,2019-10-11,2019-10-26,USD,12609.22,2019-10-11,NAH4
342,U001,200769623,2019-03-08,2019-02-25,2019-02-24,2019-02-25,2019-03-12,USD,192.56,2019-02-25,NAH4
344,U001,200799367,2019-12-30,2019-12-12,2019-12-10,2019-12-12,2019-12-27,USD,54390.5,2019-12-12,NAA8
345,U001,200722444,2019-08-13,2019-07-27,2019-07-27,2019-07-27,2019-08-11,USD,61224.18,2019-07-27,NAA8
346,U001,200794332,2019-03-04,2019-02-15,2019-02-10,2019-02-15,2019-03-07,USD,11904.23,2019-02-15,NA84
347,U001,200729828,2019-10-30,2019-10-02,2019-10-02,2019-10-02,2019-10-17,USD,38273.93,2019-10-02,NAA8
348,U001,200769623,2020-02-24,2020-02-12,2020-02-12,2020-02-12,2020-02-27,USD,37981.22,2020-02-12,NAH4
349,U001,200769623,2019-03-15,2019-03-04,2019-03-03,2019-03-04,2019-03-19,USD,402.0,2019-03-04,NAH4
350,U001,200769623,2019-03-27,2019-03-17,2019-03-15,2019-03-17,2019-04-01,USD,759.0,2019-03-17,NAH4
351,U001,200152991,2020-03-10,2020-02-19,2020-02-19,2020-02-19,2020-03-05,USD,900.21,2020-02-19,NAA8
354,CA02,140104249,2019-05-06,2019-04-14,2019-04-14,2019-04-14,2019-05-02,CAD,193078.95,2019-04-22,CA10
355,U001,200712102,2020-05-01,2020-02-17,2020-02-17,2020-02-17,2020-04-17,USD,15292.09,2020-02-17,NAVQ
356,U001,200769623,2019-02-08,2019-01-23,2019-01-22,2019-01-23,2019-02-07,USD,1320.97,2019-01-23,NAH4
357,U001,200772670,2019-06-14,2019-05-29,2019-05-30,2019-05-29,2019-06-13,USD,85800.17,2019-05-29,NAU5
358,U001,200895843,2019-03-13,2019-02-20,2019-02-20,2019-02-20,2019-03-12,USD,12389.88,2019-02-20,NAD1
359,U001,200759878,2020-01-28,2020-01-11,2020-01-09,2020-01-11,2020-01-26,USD,33744.47,2020-01-11,NAH4
361,U001,200769623,2019-09-17,2019-09-07,2019-09-07,2019-09-07,2019-09-22,USD,39012.56,2019-09-07,NAH4
362,U001,200769623,2020-02-10,2020-01-29,2020-01-27,2020-01-29,2020-02-13,USD,45565.6,2020-01-29,NAH4
363,U001,200794332,2019-03-04,2019-02-15,2019-02-14,2019-02-15,2019-03-02,USD,7440.45,2019-02-15,NAAX
365,U001,200769623,2019-05-21,2019-05-10,2019-05-09,2019-05-10,2019-05-25,USD,9844.0,2019-05-10,NAH4
367,U001,200592182,2019-05-25,2019-05-24,2019-05-24,2019-05-24,2019-05-26,USD,12492.41,2019-05-16,NAM2
368,U001,200606231,2020-02-20,2020-02-06,2020-02-05,2020-02-06,2020-02-21,USD,43818.26,2020-02-06,NAA8
369,U001,200769623,2020-01-21,2020-01-10,2020-01-10,2020-01-10,2020-01-25,USD,1329.23,2020-01-10,NAH4
370,U001,200793568,2019-02-11,2019-01-24,2019-01-24,2019-01-24,2019-02-08,USD,27792.64,2019-01-24,NAA8
371,U001,200769623,2019-08-01,2019-07-21,2019-07-20,2019-07-21,2019-08-05,USD,4639.08,2019-07-21,NAH4
372,U001,200769623,2019-08-08,2019-07-23,2019-07-22,2019-07-23,2019-08-07,USD,501.96,2019-07-23,NAH4
373,U001,200416837,2019-07-01,2019-06-19,2019-06-19,2019-06-19,2019-07-09,USD,51.72,2019-06-16,NAM4
374,U001,200759878,2019-10-07,2019-09-19,2019-09-18,2019-09-19,2019-10-04,USD,14380.16,2019-09-19,NAH4
376,U001,200769623,2019-12-31,2019-12-20,2019-12-20,2019-12-20,2020-01-04,USD,3009.74,2019-12-20,NAH4
378,CA02,140104409,2019-04-12,2019-03-30,2019-03-30,2019-03-30,2019-04-11,CAD,51856.2,2019-04-01,CA10
379,U001,200761734,2019-08-13,2019-07-30,2019-07-29,2019-07-30,2019-08-14,USD,57847.17,2019-07-30,NAA8
380,CA02,140104249,2019-05-21,2019-04-30,2019-04-30,2019-04-30,2019-05-17,CAD,4808.29,2019-05-07,CA10
381,U001,200769623,2019-03-14,2019-03-03,2019-03-03,2019-03-03,2019-03-18,USD,8661.9,2019-03-03,NAH4
382,U001,200466603,2019-02-22,2019-02-07,2019-02-06,2019-02-07,2019-02-22,USD,64398.83,2019-02-07,NAA8
385,U001,200729942,2019-09-05,2019-08-22,2019-08-22,2019-08-22,2019-09-06,USD,37286.08,2019-08-22,NAA8
386,U001,100030964,2019-10-11,2019-10-03,2019-10-03,2019-10-03,2019-10-18,USD,8827.8,2019-10-03,NAA8
387,U001,CCU002,2019-03-29,2019-02-26,2019-02-24,2019-02-26,2019-04-02,USD,8884.8,2019-02-26,NAG2
389,U001,200353024,2019-08-16,2019-08-06,2019-08-06,2019-08-06,2019-08-24,USD,4523.76,2019-08-01,NAM4
390,U001,200777735,2019-03-08,2019-02-22,2019-02-23,2019-02-22,2019-03-09,USD,89038.09,2019-02-22,NAA8
391,CA02,140105847,2019-03-25,2019-03-07,2019-03-07,2019-03-07,2019-03-17,CAD,4864.0,2019-03-07,CA10
392,U001,CCU013,2020-02-28,2020-01-20,2020-01-16,2020-01-20,2020-01-20,USD,19668.96,2020-01-20,NAX2
393,CA02,140104429,2019-09-09,2019-08-27,2019-08-27,2019-08-27,2019-09-08,CAD,27178.25,2019-08-29,CA10
394,U001,200762301,2020-01-24,2020-01-09,2020-01-09,2020-01-09,2020-01-24,USD,23972.57,2020-01-09,NAC6
395,U001,200759082,2019-06-21,2019-06-05,2019-06-05,2019-06-05,2019-06-20,USD,57605.86,2019-06-05,NAA8
396,U001,200769623,2020-01-28,2020-01-17,2020-01-16,2020-01-17,2020-02-01,USD,106.67,2020-01-17,NAH4
397,U001,200726979,2019-12-09,2019-11-22,2019-11-27,2019-11-22,2019-12-07,USD,828.59,2019-11-22,NAA8
398,U001,200792734,2019-08-06,2019-07-23,2019-07-23,2019-07-23,2019-08-07,USD,2023.39,2019-07-23,NAA8
400,U001,100030014,2019-03-21,2019-03-11,2019-03-11,2019-03-11,2019-03-31,USD,69795.0,2019-03-11,NAD1
401,U001,200719526,2019-06-26,2019-06-12,2019-06-11,2019-06-12,2019-06-27,USD,15980.9,2019-06-12,NAA8
402,U001,CCU002,2019-09-27,2019-08-29,2019-08-27,2019-08-29,2019-10-03,USD,51105.21,2019-08-29,NAG2
404,U001,200769623,2019-05-07,2019-04-26,2019-04-25,2019-04-26,2019-05-11,USD,46802.65,2019-04-26,NAH4
405,U001,200799367,2019-11-13,2019-10-29,2019-10-24,2019-10-29,2019-11-13,USD,53923.09,2019-10-29,NAA8
406,U001,200353024,2019-10-16,2019-10-03,2019-10-03,2019-10-03,2019-10-24,USD,356.76,2019-10-01,NAM4
409,U001,200769623,2019-07-01,2019-06-17,2019-06-17,2019-06-17,2019-07-02,USD,1355.36,2019-06-17,NAH4
410,U001,200435191,2019-04-24,2019-04-09,2019-04-09,2019-04-09,2019-04-24,USD,1547.56,2019-04-09,NAC6
411,U001,200974851,2019-06-05,2019-05-16,2019-05-17,2019-05-16,2019-06-05,USD,2714.74,2019-05-16,NAD1
412,U001,200793568,2019-05-24,2019-05-08,2019-05-08,2019-05-08,2019-05-23,USD,7473.34,2019-05-08,NAA8
413,U001,200769623,2019-06-27,2019-06-11,2019-06-08,2019-06-11,2019-06-26,USD,2646.01,2019-06-11,NAH4
414,U001,100015455,2020-01-27,2020-01-10,2020-01-10,2020-01-10,2020-01-25,USD,44208.91,2020-01-10,NAA8
415,U001,200742521,2019-09-26,2019-09-12,2019-09-05,2019-09-12,2019-09-27,USD,3016.86,2019-09-12,NAA8
416,U001,200769623,2019-04-09,2019-03-30,2019-03-29,2019-03-30,2019-04-14,USD,15969.34,2019-03-30,NAH4
417,U001,200071186,2019-09-24,2019-09-06,2019-09-04,2019-09-06,2019-09-21,USD,59982.12,2019-09-06,NAA8
418,U001,200727278,2019-04-12,2019-03-28,2019-03-25,2019-03-28,2019-04-12,USD,66011.9,2019-03-28,NAA8
419,U001,200020431,2019-05-16,2019-05-08,2019-05-08,2019-05-08,2019-05-24,USD,4584.2,2019-05-01,NAM4
420,U001,200458253,2020-03-23,2020-02-14,2020-02-14,2020-02-14,2020-03-15,USD,53178.84,2020-02-14,NAD5
421,U001,200759878,2019-11-27,2019-11-12,2019-11-12,2019-11-12,2019-11-27,USD,29320.54,2019-11-12,NAH4
422,U001,200353024,2019-09-12,2019-09-06,2019-09-06,2019-09-06,2019-09-08,USD,28821.4,2019-09-01,NAM1
423,U001,200416837,2019-11-18,2019-11-07,2019-11-07,2019-11-07,2019-11-24,USD,1764.57,2019-11-01,NAM4
425,U001,200726979,2019-09-18,2019-09-03,2019-09-02,2019-09-03,2019-09-18,USD,188.87,2019-09-03,NAA8
426,U001,200769623,2019-08-21,2019-08-11,2019-08-10,2019-08-11,2019-08-26,USD,14297.73,2019-08-11,NAH4
427,CA02,140104440,2019-04-05,2019-03-15,2019-03-15,2019-03-15,2019-04-01,CAD,83122.48,2019-03-22,CA10
428,U001,200769623,2019-07-10,2019-06-29,2019-06-28,2019-06-29,2019-07-14,USD,15230.84,2019-06-29,NAH4
429,U001,200762950,2019-10-24,2019-10-11,2019-10-09,2019-10-11,2019-10-26,USD,41740.03,2019-10-11,NAA8
431,U001,200936373,2019-05-20,2019-03-16,2019-03-14,2019-03-16,2019-05-20,USD,1820.51,2019-03-16,NAGD
433,U001,200762301,2019-05-15,2019-04-30,2019-04-29,2019-04-30,2019-05-15,USD,116859.93,2019-04-30,NAC6
434,U001,200772670,2019-11-19,2019-11-03,2019-11-03,2019-11-03,2019-11-18,USD,16440.5,2019-11-03,NAU5
435,U001,200943457,2019-02-22,2019-01-18,2019-01-25,2019-01-18,2019-02-17,USD,46657.53,2019-01-18,NAD5
436,U013,100046726,2019-04-16,2019-04-11,2019-04-11,2019-04-11,2019-04-11,USD,15715.4,2019-04-11,NAUP
437,U001,200769623,2019-01-22,2019-01-11,2019-01-10,2019-01-11,2019-01-26,USD,14823.15,2019-01-11,NAH4
438,U001,200761734,2020-02-26,2020-02-12,2020-02-11,2020-02-12,2020-02-27,USD,95042.4,2020-02-12,NAA8
439,U001,200769623,2020-02-25,2020-02-09,2020-02-11,2020-02-09,2020-02-24,USD,29225.95,2020-02-09,NAH4
440,U001,200762301,2020-03-02,2020-02-14,2020-02-13,2020-02-14,2020-04-19,USD,34064.93,2020-02-14,NAGD
441,U001,200782669,2019-10-24,2019-10-08,2019-10-07,2019-10-08,2019-10-23,USD,53889.0,2019-10-08,NAA8
442,U001,200714710,2019-05-08,2019-04-24,2019-04-23,2019-04-24,2019-05-09,USD,7771.66,2019-04-24,NAA8
443,U001,200769623,2019-09-11,2019-09-01,2019-08-31,2019-09-01,2019-09-16,USD,57696.64,2019-09-01,NAH4
444,U001,200739534,2019-10-04,2019-09-20,2019-09-19,2019-09-20,2019-10-05,USD,20493.85,2019-09-20,NAA8
445,U001,200982294,2019-06-10,2019-05-28,2019-05-22,2019-05-28,2019-06-12,USD,4988.2,2019-05-28,NAA8
446,U001,200557600,2019-05-07,2019-05-03,2019-05-03,2019-05-03,2019-05-13,USD,64563.45,2019-05-03,NA10
447,U001,200769623,2019-12-17,2019-12-01,2019-11-30,2019-12-01,2019-12-16,USD,1541.48,2019-12-01,NAH4
448,CA02,140104409,2019-04-22,2019-03-29,2019-03-29,2019-03-29,2019-04-16,CAD,33911.22,2019-04-06,CA10
449,U001,200718130,2019-07-23,2019-06-20,2019-06-20,2019-06-20,2019-07-22,USD,5443.79,2019-06-20,NA32
450,U001,200769623,2019-06-18,2019-06-08,2019-06-07,2019-06-08,2019-06-23,USD,32.36,2019-06-08,NAH4
451,U001,200714710,2019-02-12,2019-01-28,2019-01-27,2019-01-28,2019-02-12,USD,18914.28,2019-01-28,NAA8
452,CA02,140104440,2019-03-04,2019-02-16,2019-02-16,2019-02-16,2019-02-26,CAD,107390.44,2019-02-16,CA10
454,U001,200769623,2019-12-16,2019-12-03,2019-12-03,2019-12-03,2019-12-18,USD,943.12,2019-12-03,NAH4
455,U001,200759878,2019-09-16,2019-08-29,2019-08-28,2019-08-29,2019-09-13,USD,14747.01,2019-08-29,NAH4
457,U001,200769623,2019-05-06,2019-04-21,2019-04-19,2019-04-21,2019-05-06,USD,9091.27,2019-04-21,NAH4
458,U001,200974851,2019-10-02,2019-09-12,2019-09-12,2019-09-12,2019-10-02,USD,1618.95,2019-09-12,NAD1
459,U001,200770677,2019-05-15,2019-04-30,2019-04-29,2019-04-30,2019-05-15,USD,120070.8,2019-04-30,NAA8
463,U001,200762301,2019-09-13,2019-08-29,2019-08-28,2019-08-29,2019-09-13,USD,80036.23,2019-08-29,NAC6
464,U001,200794332,2019-08-13,2019-07-30,2019-07-30,2019-07-30,2019-08-14,USD,2622.26,2019-07-30,NAAX
465,U001,200799367,2020-01-29,2020-01-14,2020-01-10,2020-01-14,2020-01-29,USD,15859.48,2020-01-14,NAA8
466,U001,200943275,2019-08-05,2019-07-18,2019-07-18,2019-07-18,2019-08-02,USD,9344.51,2019-07-18,NAA8
468,U001,200416837,2019-01-28,2019-01-26,2019-01-26,2019-01-26,2019-01-26,USD,4035.76,2019-01-16,NAM2
469,U001,200762301,2019-11-06,2019-09-26,2019-09-25,2019-09-26,2019-11-05,USD,1583.54,2019-09-26,NAWU
470,U001,200759878,2019-07-17,2019-07-01,2019-06-29,2019-07-01,2019-07-16,USD,18900.98,2019-07-01,NAH4
472,U001,200555117,2019-04-19,2019-04-04,2019-04-04,2019-04-04,2019-04-19,USD,174.64,2019-04-04,NAA8
473,U001,200418007,2020-02-04,2020-01-17,2020-01-10,2020-01-17,2020-02-01,USD,10552.51,2020-01-17,NAA8
474,U001,200126819,2019-01-23,2019-01-07,2019-01-07,2019-01-07,2019-01-22,USD,22323.73,2019-01-07,NAA8
475,U001,200803720,2019-01-15,2019-01-10,2019-01-10,2019-01-10,2019-01-24,USD,4882.92,2019-01-01,NAM4
476,U001,200725511,2020-02-11,2020-01-21,2020-01-17,2020-01-21,2020-02-22,USD,10491.07,2020-01-21,NA32
477,U001,100026939,2019-02-14,2019-01-28,2019-01-28,2019-01-28,2019-02-12,USD,8996.17,2019-01-28,NAA8
479,U001,200148860,2019-12-24,2019-12-06,2019-12-02,2019-12-06,2019-12-21,USD,17405.7,2019-12-06,NAA8
480,CA02,140104392,2020-02-11,2020-01-30,2020-01-30,2020-01-30,2020-02-14,CAD,1226.95,2020-02-04,CA10
481,U001,200706844,2019-06-19,2019-06-04,2019-06-05,2019-06-04,2019-06-19,USD,35758.21,2019-06-04,NAA8
482,U001,200772670,2019-09-27,2019-09-09,2019-09-09,2019-09-09,2019-09-24,USD,311.72,2019-09-09,NAU5
483,U001,200769623,2020-01-21,2020-01-08,2020-01-09,2020-01-08,2020-01-23,USD,54954.14,2020-01-08,NAH4
484,U001,200769623,2020-03-03,2020-02-22,2020-02-21,2020-02-22,2020-03-08,USD,57112.63,2020-02-22,NAH4
486,U001,200769623,2019-09-26,2019-09-12,2019-09-12,2019-09-12,2019-09-27,USD,59254.17,2019-09-12,NAH4
487,U001,200769623,2019-05-29,2019-05-17,2019-05-16,2019-05-17,2019-06-01,USD,8116.19,2019-05-17,NAH4
488,CA02,140105847,2019-04-24,2019-04-11,2019-04-11,2019-04-11,2019-04-22,CAD,130158.8,2019-04-12,CA10
489,U001,200769623,2020-03-06,2020-02-24,2020-02-24,2020-02-24,2020-03-10,USD,34923.76,2020-02-24,NAH4
490,CA02,140104409,2019-07-19,2019-07-06,2019-07-06,2019-07-06,2019-07-16,CAD,134811.84,2019-07-06,CA10
491,U001,200769623,2019-04-09,2019-03-23,2019-03-20,2019-03-23,2019-04-07,USD,23238.32,2019-03-23,NAH4
493,U001,200744019,2019-11-12,2019-10-25,2019-10-25,2019-10-25,2019-11-09,USD,42344.72,2019-10-25,NAA8
494,U001,200759878,2019-10-22,2019-10-06,2019-10-04,2019-10-06,2019-10-21,USD,32636.38,2019-10-06,NAH4
496,U001,200759878,2019-06-28,2019-06-12,2019-06-11,2019-06-12,2019-06-27,USD,14869.3,2019-06-12,NAH4
498,U001,100056666,2020-01-27,2020-01-27,2020-01-25,2020-01-27,2020-01-27,USD,7570.5,2020-01-27,NAB1
499,U001,100036066,2019-10-11,2019-09-18,2019-09-15,2019-09-18,2019-10-03,USD,30629.78,2019-09-18,NAA8
502,U001,200707822,2019-02-28,2019-02-13,2019-02-13,2019-02-13,2019-02-28,USD,88333.33,2019-02-13,NAA8
503,U001,200721222,2019-08-14,2019-07-30,2019-07-30,2019-07-30,2019-08-14,USD,20195.92,2019-07-30,NAA8
504,U001,200759082,2019-04-11,2019-03-26,2019-03-26,2019-03-26,2019-04-10,USD,139981.62,2019-03-26,NAA8
505,U001,200771157,2019-11-06,2019-10-22,2019-10-23,2019-10-22,2019-11-06,USD,22246.76,2019-10-22,NAA8
506,U001,200769623,2019-01-09,2018-12-30,2018-12-29,2018-12-30,2019-01-14,USD,8286.44,2018-12-30,NAH4
507,U001,100031704,2019-07-08,2019-06-20,2019-06-20,2019-06-20,2019-07-05,USD,50297.39,2019-06-20,NAA8
508,U001,200769623,2019-02-26,2019-02-16,2019-02-15,2019-02-16,2019-03-03,USD,13979.05,2019-02-16,NAH4
509,U001,100026809,2020-01-10,2020-01-05,2020-01-03,2020-01-05,2020-01-15,USD,28778.75,2020-01-05,NA10
510,CA02,140105686,2020-03-19,2020-02-26,2020-02-26,2020-02-26,2020-03-15,CAD,14720.1,2020-03-05,CA10
511,CA02,140104423,2019-05-01,2019-04-17,2019-04-18,2019-04-17,2019-04-29,CAD,204392.91,2019-04-19,CA10
513,U001,200794332,2019-10-02,2019-09-18,2019-09-18,2019-09-18,2019-10-03,USD,69268.69,2019-09-18,NAAX
514,U001,200769623,2019-03-19,2019-03-09,2019-03-08,2019-03-09,2019-03-24,USD,1764.66,2019-03-09,NAH4
515,U001,200726979,2019-11-25,2019-11-05,2019-11-04,2019-11-05,2019-11-20,USD,93535.69,2019-11-05,NAA8
517,U001,200769623,2019-04-30,2019-04-19,2019-04-18,2019-04-19,2019-05-04,USD,41400.98,2019-04-19,NAH4
518,U001,200780383,2019-06-17,2019-06-01,2019-05-31,2019-06-01,2019-06-16,USD,860.3,2019-06-01,NAA8
519,U001,200353024,2019-09-24,2019-09-19,2019-09-19,2019-09-19,2019-09-26,USD,3017.7,2019-09-16,NAM2
520,U001,200186937,2019-07-03,2019-06-17,2019-06-17,2019-06-17,2019-07-02,USD,22498.47,2019-06-17,NAA8
521,U013,CC6600,2019-12-27,2019-10-01,2019-10-01,2019-10-01,2019-11-15,USD,18985.21,2019-10-01,NAVF
523,U001,200936373,2019-11-19,2019-11-04,2019-11-04,2019-11-04,2019-11-19,USD,2188.21,2019-11-04,NAA8
525,U001,200707005,2020-02-24,2020-02-08,2020-02-06,2020-02-08,2020-02-23,USD,136028.59,2020-02-08,NAA8
527,CA02,140104423,2019-07-09,2019-06-27,2019-06-27,2019-06-27,2019-07-07,CAD,71306.74,2019-06-27,CA10
528,U001,200769623,2019-11-29,2019-11-18,2019-11-17,2019-11-18,2019-12-03,USD,6532.6,2019-11-18,NAH4
529,U001,200416837,2019-10-10,2019-10-04,2019-10-04,2019-10-04,2019-10-08,USD,5979.9,2019-10-01,NAM1
530,U001,200720238,2020-02-21,2020-02-11,2020-02-10,2020-02-11,2020-02-26,USD,86811.12,2020-02-11,NAA8
